"Hoisting","The JavaScript behavior where declarations are moved to the top of their scope.","```javascript
console.log(x); // undefined
var x = 10;
```","[[06-glossary-fs.md#Hoisting|Hoisting]]"
"HTMLCollection","A live list of DOM elements retrieved by methods like getElementsByTagName.","```javascript
document.getElementsByTagName('div');
```","[[06-glossary-fs.md#HTMLCollection|HTMLCollection]]"
"HTTPS","A secure version of HTTP using SSL/TLS encryption.","```bash
https://example.com
```","[[06-glossary-fs.md#HTTPS|HTTPS]]"
"Icon","A small graphical representation used for buttons or branding.","```html
<link rel='icon' href='favicon.ico'>
```","[[06-glossary-fs.md#Icon|Icon]]"
"Iframe","An HTML element used to embed another HTML page within the current one.","```html
<iframe src='https://example.com'></iframe>
```","[[06-glossary-fs.md#Iframe|Iframe]]"
"If Statement","A conditional construct used to execute code only if a condition is true.","```javascript
if (score > 90) {
  console.log('Great job!');
}
```","[[06-glossary-fs.md#If Statement|If Statement]]"
"Image Tag","An HTML tag used to display images on a web page.","```html
<img src='photo.jpg' alt='A photo'>
```","[[06-glossary-fs.md#Image Tag|Image Tag]]"
"Import","A statement used to bring in functions, objects, or other modules.","```javascript
import { add } from './math.js';
```","[[06-glossary-fs.md#Import|Import]]"
"Increment","To increase a numerical value, often by one.","```javascript
let count = 0;
count++;
```","[[06-glossary-fs.md#Increment|Increment]]"
"IndexOf","A string or array method to find the position of a value.","```javascript
'apples'.indexOf('p'); // 1
```","[[06-glossary-fs.md#IndexOf|IndexOf]]"
"Inheritance","The mechanism by which one object can acquire the properties of another.","```javascript
class Dog extends Animal {}
```","[[06-glossary-fs.md#Inheritance|Inheritance]]"
"Input Element","An HTML element used to receive user input.","```html
<input type='text'>
```","[[06-glossary-fs.md#Input Element|Input Element]]"
"Instance","A specific realization of an object or class.","```javascript
let dog = new Dog();
```","[[06-glossary-fs.md#Instance|Instance]]"
"Instanceof","An operator to test if an object is an instance of a class or constructor.","```javascript
console.log(dog instanceof Animal); // true
```","[[06-glossary-fs.md#Instanceof|Instanceof]]"
"Integer","A whole number, positive or negative, without decimals.","```javascript
let count = 42;
```","[[06-glossary-fs.md#Integer|Integer]]"
"Interpolation","Inserting expressions into a string, typically using template literals.","```javascript
const name = 'Alex';
console.log(`Hello, ${name}`);
```","[[06-glossary-fs.md#Interpolation|Interpolation]]"
"Interval","A repeated action set at specified time delays.","```javascript
setInterval(() => {
  console.log('Tick');
}, 1000);
```","[[06-glossary-fs.md#Interval|Interval]]"
"IsNaN","A JavaScript function that checks if a value is Not-a-Number.","```javascript
isNaN('hello'); // true
```","[[06-glossary-fs.md#IsNaN|IsNaN]]"
"Join","An array method that joins all elements into a string.","```javascript
[1, 2, 3].join(','); // \"1,2,3\"
```","[[06-glossary-fs.md#Join|Join]]"
"Justify Content","A CSS flexbox property to align items along the main axis.","```css
.container {
  display: flex;
  justify-content: center;
}
```","[[06-glossary-fs.md#Justify Content|Justify Content]]"
"Keydown","An event that fires when a key is pressed down.","```javascript
document.addEventListener('keydown', e => console.log(e.key));
```","[[06-glossary-fs.md#Keydown|Keydown]]"
"Keyup","An event that fires when a key is released.","```javascript
input.addEventListener('keyup', e => console.log(e.key));
```","[[06-glossary-fs.md#Keyup|Keyup]]"
"Kebab Case","A naming convention where words are lowercased and separated by dashes.","```css
.my-class-name {
  color: blue;
}
```","[[06-glossary-fs.md#Kebab Case|Kebab Case]]"
"Label","An HTML element that provides a user-readable name for a form input.","```html
<label for='email'>Email</label>
<input id='email'>
```","[[06-glossary-fs.md#Label|Label]]"
"Lazy Loading","A design pattern that delays the loading of resources until needed.","```html
<img loading='lazy' src='image.jpg'>
```","[[06-glossary-fs.md#Lazy Loading|Lazy Loading]]"
"Layout","The arrangement of elements on a web page.","```css
.grid {
  display: grid;
}
```","[[06-glossary-fs.md#Layout|Layout]]"
"Lexical Scope","The region of source code in which a variable is defined.","```javascript
function outer() {
  let x = 10;
  function inner() {
    console.log(x); // accessible
  }
}
```","[[06-glossary-fs.md#Lexical Scope|Lexical Scope]]"
"Link Tag","An HTML tag used to link external resources like stylesheets.","```html
<link rel='stylesheet' href='styles.css'>
```","[[06-glossary-fs.md#Link Tag|Link Tag]]"
"List","An HTML structure for ordered or unordered groups of items.","```html
<ul>
  <li>Item 1</li>
</ul>
```","[[06-glossary-fs.md#List|List]]"
"Local Scope","A scope that exists inside a function or block.","```javascript
function test() {
  let local = 'hello';
}
```","[[06-glossary-fs.md#Local Scope|Local Scope]]"
"Loop Control","Statements like break and continue that affect loop execution.","```javascript
for (let i = 0; i < 5; i++) {
  if (i === 3) continue;
}
```","[[06-glossary-fs.md#Loop Control|Loop Control]]"
"Main Thread","The single thread where JavaScript executes in the browser.","```javascript
// Blocks rendering:
while(true){}
```","[[06-glossary-fs.md#Main Thread|Main Thread]]"
"Map","An array method that transforms each item and returns a new array.","```javascript
[1, 2, 3].map(n => n * 2);
```","[[06-glossary-fs.md#Map|Map]]"
"Math Object","A built-in JavaScript object for mathematical functions.","```javascript
Math.round(4.7);
```","[[06-glossary-fs.md#Math Object|Math Object]]"
"Media","Audio, video, or images used in web development.","```html
<video controls src='movie.mp4'></video>
```","[[06-glossary-fs.md#Media|Media]]"
"Media Type","Defines the type of data being sent, such as text/html or application/json.","```http
Content-Type: application/json
```","[[06-glossary-fs.md#Media Type|Media Type]]"
"Method Chaining","Calling multiple methods in a single statement.","```javascript
[1, 2, 3].map(n => n * 2).filter(n => n > 2);
```","[[06-glossary-fs.md#Method Chaining|Method Chaining]]"
"Minification","The process of removing unnecessary characters from code to reduce file size.","```bash
uglifyjs script.js -o script.min.js
```","[[06-glossary-fs.md#Minification|Minification]]"
"Modal","A UI component that displays a dialog over other content.","```html
<div class='modal'>Hello</div>
```","[[06-glossary-fs.md#Modal|Modal]]"
"Module Import","The process of bringing in code from external files or libraries.","```javascript
import fs from 'fs';
```","[[06-glossary-fs.md#Module Import|Module Import]]"
"Mouseover","An event triggered when a mouse pointer enters an element.","```javascript
div.addEventListener('mouseover', () => console.log('Hovered'));
```","[[06-glossary-fs.md#Mouseover|Mouseover]]"
"Mutation Observer","A JavaScript API to watch for changes in the DOM.","```javascript
const observer = new MutationObserver(cb);
observer.observe(el, { childList: true });
```","[[06-glossary-fs.md#Mutation Observer|Mutation Observer]]"
"NaN","A value that represents 'Not a Number'.","```javascript
parseInt('abc'); // NaN
```","[[06-glossary-fs.md#NaN|NaN]]"
"Navigation","The process of moving between pages or views.","```javascript
window.location.href = '/about';
```","[[06-glossary-fs.md#Navigation|Navigation]]"
"Nested Element","An element placed inside another in HTML.","```html
<div><p>Text</p></div>
```","[[06-glossary-fs.md#Nested Element|Nested Element]]"
"New Keyword","Used to create an instance of an object or class.","```javascript
const date = new Date();
```","[[06-glossary-fs.md#New Keyword|New Keyword]]"
"Node.js","A JavaScript runtime built on Chrome's V8 engine for server-side development.","```bash
node server.js
```","[[06-glossary-fs.md#Node.js|Node.js]]"
"Normalize","The process of adjusting values or styles to a common baseline.","```css
* {
  margin: 0;
  padding: 0;
}
```","[[06-glossary-fs.md#Normalize|Normalize]]"
"Nullish Coalescing","A logical operator that returns the right-hand operand when the left is null or undefined.","```javascript
const name = user.name ?? 'Guest';
```","[[06-glossary-fs.md#Nullish Coalescing|Nullish Coalescing]]"
"Object Literal","A syntax for defining objects using curly braces and key-value pairs.","```javascript
const user = { name: 'Alex', age: 30 };
```","[[06-glossary-fs.md#Object Literal|Object Literal]]"
"OffsetHeight","A property that returns the height of an element including padding and borders.","```javascript
element.offsetHeight;
```","[[06-glossary-fs.md#OffsetHeight|OffsetHeight]]"
"OffsetWidth","A property that returns the width of an element including padding and borders.","```javascript
element.offsetWidth;
```","[[06-glossary-fs.md#OffsetWidth|OffsetWidth]]"
"OnClick","An event handler triggered when an element is clicked.","```html
<button onclick=\"alert('clicked')\">Click</button>
```","[[06-glossary-fs.md#OnClick|OnClick]]"
"OnLoad","An event triggered when an element has finished loading.","```html
<img src='image.jpg' onload='console.log(\"loaded\")'>
```","[[06-glossary-fs.md#OnLoad|OnLoad]]"
"OnSubmit","An event triggered when a form is submitted.","```html
<form onsubmit=\"return false\">...</form>
```","[[06-glossary-fs.md#OnSubmit|OnSubmit]]"
"Opacity","A CSS property that controls the transparency of an element.","```css
div {
  opacity: 0.5;
}
```","[[06-glossary-fs.md#Opacity|Opacity]]"
"Optional Chaining","A syntax that safely accesses deeply nested properties.","```javascript
user?.address?.city;
```","[[06-glossary-fs.md#Optional Chaining|Optional Chaining]]"
"OR Operator","A logical operator that returns true if at least one condition is true.","```javascript
if (a === 1 || b === 2) {
  // do something
}
```","[[06-glossary-fs.md#OR Operator|OR Operator]]"
"Overflow","A CSS property that controls content spilling outside its container.","```css
div {
  overflow: auto;
}
```","[[06-glossary-fs.md#Overflow|Overflow]]"
"Package.json","A file that contains metadata for a Node.js project, including dependencies.","```json
{
  \"name\": \"my-app\",
  \"version\": \"1.0.0\"
}
```","[[06-glossary-fs.md#Package.json|Package.json]]"
"Padding","A CSS property that controls spacing inside an element’s border.","```css
div {
  padding: 10px;
}
```","[[06-glossary-fs.md#Padding|Padding]]"
"Parent Node","The node that directly contains another node in the DOM.","```javascript
element.parentNode;
```","[[06-glossary-fs.md#Parent Node|Parent Node]]"
"ParseFloat","A function that converts a string into a floating-point number.","```javascript
parseFloat('3.14');
```","[[06-glossary-fs.md#ParseFloat|ParseFloat]]"
"ParseInt","A function that converts a string into an integer.","```javascript
parseInt('42', 10);
```","[[06-glossary-fs.md#ParseInt|ParseInt]]"
"Path","The location of a file or route in a URL or file system.","```javascript
'/home/user/project/file.txt'
```","[[06-glossary-fs.md#Path|Path]]"
"Performance","A browser API to measure timing and memory usage.","```javascript
performance.now();
```","[[06-glossary-fs.md#Performance|Performance]]"
"PI","A property of the Math object representing π (pi).","```javascript
Math.PI
```","[[06-glossary-fs.md#PI|PI]]"
"Placeholder","An attribute providing hint text in form fields.","```html
<input placeholder='Enter name'>
```","[[06-glossary-fs.md#Placeholder|Placeholder]]"
"Pointer Events","Events that handle interactions from a mouse, pen, or touch device.","```javascript
element.addEventListener('pointerdown', () => {...});
```","[[06-glossary-fs.md#Pointer Events|Pointer Events]]"
"Pop","An array method that removes and returns the last item.","```javascript
let arr = [1, 2, 3];
arr.pop(); // 3
```","[[06-glossary-fs.md#Pop|Pop]]"
"Position","A CSS property to set how an element is positioned in the document.","```css
div {
  position: relative;
}
```","[[06-glossary-fs.md#Position|Position]]"
"Post Request","An HTTP request method used to send data to a server.","```javascript
fetch('/submit', {
  method: 'POST',
  body: JSON.stringify({ name: 'Sam' })
});
```","[[06-glossary-fs.md#Post Request|Post Request]]"
"Preload","A resource hint that tells the browser to fetch assets early.","```html
<link rel='preload' href='style.css' as='style'>
```","[[06-glossary-fs.md#Preload|Preload]]"
"PreventDefault","A method used to stop the default action of an event.","```javascript
event.preventDefault();
```","[[06-glossary-fs.md#PreventDefault|PreventDefault]]"
"Primary Key","A unique identifier for records in a database table.","```sql
PRIMARY KEY (id)
```","[[06-glossary-fs.md#Primary Key|Primary Key]]"
"Property","A named value associated with an object.","```javascript
const user = { name: 'Jane' };
```","[[06-glossary-fs.md#Property|Property]]"
"Prototype Chain","The chain of objects used to resolve property/method references.","```javascript
Object.prototype
```","[[06-glossary-fs.md#Prototype Chain|Prototype Chain]]"
"Pseudo-class","A keyword added to selectors that specifies a special state.","```css
a:hover {
  color: red;
}
```","[[06-glossary-fs.md#Pseudo-class|Pseudo-class]]"
"Push","An array method that adds one or more elements to the end of an array.","```javascript
arr.push(4);
```","[[06-glossary-fs.md#Push|Push]]"
"QuerySelectorAll","A method that returns all elements matching a CSS selector.","```javascript
document.querySelectorAll('.item');
```","[[06-glossary-fs.md#QuerySelectorAll|QuerySelectorAll]]"
"Radio Button","An input type that allows the user to select only one option from a set.","```html
<input type='radio' name='gender' value='male'>
```","[[06-glossary-fs.md#Radio Button|Radio Button]]"
"Range Input","An input that lets users select a numeric value within a range.","```html
<input type='range' min='1' max='10'>
```","[[06-glossary-fs.md#Range Input|Range Input]]"
"ReadOnly","An attribute that prevents user modification of a field.","```html
<input type='text' readonly>
```","[[06-glossary-fs.md#ReadOnly|ReadOnly]]"
"Refactor","Rewriting code to improve structure without changing functionality.","```javascript
// Before:
if (type === 1) doX();
else if (type === 2) doY();
// After:
const handlers = { 1: doX, 2: doY };
handlers[type]();
```","[[06-glossary-fs.md#Refactor|Refactor]]"
"Relative Path","A file path that refers to a location relative to the current document.","```html
<img src='./images/logo.png'>
```","[[06-glossary-fs.md#Relative Path|Relative Path]]"
"RemoveChild","A DOM method to remove a specified child node.","```javascript
parent.removeChild(child);
```","[[06-glossary-fs.md#RemoveChild|RemoveChild]]"
"Replace","A string method that replaces parts of a string.","```javascript
'cat'.replace('c', 'b'); // 'bat'
```","[[06-glossary-fs.md#Replace|Replace]]"
"RequestAnimationFrame","A browser API to optimize animations for performance.","```javascript
requestAnimationFrame(() => drawFrame());
```","[[06-glossary-fs.md#RequestAnimationFrame|RequestAnimationFrame]]"
"Required","An attribute indicating a field must be filled out before submission.","```html
<input type='email' required>
```","[[06-glossary-fs.md#Required|Required]]"
"Reset","A button or action that clears form fields to their initial values.","```html
<input type='reset'>
```","[[06-glossary-fs.md#Reset|Reset]]"
"Resize Event","An event that fires when the window is resized.","```javascript
window.addEventListener('resize', () => console.log('resized'));
```","[[06-glossary-fs.md#Resize Event|Resize Event]]"
"RGB","A color model using red, green, and blue values.","```css
color: rgb(255, 0, 0);
```","[[06-glossary-fs.md#RGB|RGB]]"
"Router","A system for managing navigation in single-page applications.","```javascript
<Route path='/about' component={About} />
```","[[06-glossary-fs.md#Router|Router]]"
"Sandbox","A security mechanism for running scripts or content in an isolated environment.","```html
<iframe src='app.html' sandbox></iframe>
```","[[06-glossary-fs.md#Sandbox|Sandbox]]"
"Script Tag","An HTML element used to embed or reference executable JavaScript.","```html
<script src='script.js'></script>
```","[[06-glossary-fs.md#Script Tag|Script Tag]]"
"Scroll","The action of moving content vertically or horizontally in a viewport.","```javascript
window.scrollTo(0, 100);
```","[[06-glossary-fs.md#Scroll|Scroll]]"
"Select Element","An HTML element used to create a drop-down list.","```html
<select>
  <option>Option 1</option>
</select>
```","[[06-glossary-fs.md#Select Element|Select Element]]"
"Semantic HTML","HTML that accurately describes its meaning to both browser and developer.","```html
<article>
  <header>Title</header>
  <p>Content</p>
</article>
```","[[06-glossary-fs.md#Semantic HTML|Semantic HTML]]"
"Server-Side","Operations that occur on the server, rather than in the user's browser.","```javascript
app.get('/', (req, res) => res.send('Hello'));
```","[[06-glossary-fs.md#Server-Side|Server-Side]]"
"SetAttribute","A method to set the value of an attribute on an HTML element.","```javascript
element.setAttribute('class', 'active');
```","[[06-glossary-fs.md#SetAttribute|SetAttribute]]"
"SetInterval","A method that repeatedly calls a function with a fixed time delay.","```javascript
setInterval(() => console.log('Tick'), 1000);
```","[[06-glossary-fs.md#SetInterval|SetInterval]]"
"Shadow DOM","A web component feature for encapsulating DOM and CSS.","```javascript
const shadow = element.attachShadow({ mode: 'open' });
```","[[06-glossary-fs.md#Shadow DOM|Shadow DOM]]"
"Shift","An array method that removes and returns the first item in an array.","```javascript
const arr = [1, 2, 3];
arr.shift(); // 1
```","[[06-glossary-fs.md#Shift|Shift]]"
"Short-Circuit Evaluation","A technique where logical expressions are evaluated from left to right and stop as soon as the result is known.","```javascript
let result = true || false; // returns true
```","[[06-glossary-fs.md#Short-Circuit Evaluation|Short-Circuit Evaluation]]"
"Slice","A method that returns a shallow copy of a portion of an array or string.","```javascript
[1, 2, 3, 4].slice(1, 3); // [2, 3]
```","[[06-glossary-fs.md#Slice|Slice]]"
"Slider","A UI element that lets users select a value from a range.","```html
<input type='range' min='0' max='100'>
```","[[06-glossary-fs.md#Slider|Slider]]"
"Sort","An array method that sorts the elements of an array.","```javascript
[3, 1, 2].sort(); // [1, 2, 3]
```","[[06-glossary-fs.md#Sort|Sort]]"
"Source Tag","An HTML tag used inside audio or video tags to specify media resources.","```html
<video controls>
  <source src='movie.mp4' type='video/mp4'>
</video>
```","[[06-glossary-fs.md#Source Tag|Source Tag]]"
"Span","An inline HTML element used to group text or elements for styling.","```html
<span class='highlight'>text</span>
```","[[06-glossary-fs.md#Span|Span]]"
"SQL Injection","A code injection technique that might destroy your database.","```sql
SELECT * FROM users WHERE username = 'admin' OR 1=1;
```","[[06-glossary-fs.md#SQL Injection|SQL Injection]]"
"Src Attribute","An HTML attribute used to define the source of media elements like <img> or <script>.","```html
<img src='image.jpg'>
```","[[06-glossary-fs.md#Src Attribute|Src Attribute]]"
"Stack","A data structure where elements are added and removed from the top (LIFO).","```javascript
let stack = [];
stack.push(1);
stack.pop();
```","[[06-glossary-fs.md#Stack|Stack]]"
"Status Code","An HTTP response code indicating the result of a request.","```http
HTTP/1.1 200 OK
```","[[06-glossary-fs.md#Status Code|Status Code]]"
"Sticky","A CSS position value where the element toggles between relative and fixed.","```css
header {
  position: sticky;
  top: 0;
}
```","[[06-glossary-fs.md#Sticky|Sticky]]"
"Strict Mode","A way to opt into a restricted variant of JavaScript for safer code.","```javascript
'use strict';
```","[[06-glossary-fs.md#Strict Mode|Strict Mode]]"
"Style Attribute","An HTML attribute used to apply inline CSS styles.","```html
<p style='color: red;'>Hello</p>
```","[[06-glossary-fs.md#Style Attribute|Style Attribute]]"
"Stylesheet","A file that contains CSS rules to style HTML elements.","```html
<link rel='stylesheet' href='styles.css'>
```","[[06-glossary-fs.md#Stylesheet|Stylesheet]]"
"Submit","An action that sends form data to a server for processing.","```html
<form action='/submit' method='POST'></form>
```","[[06-glossary-fs.md#Submit|Submit]]"
"SVG","Scalable Vector Graphics — a markup language for describing 2D graphics.","```html
<svg width='100' height='100'><circle cx='50' cy='50' r='40' /></svg>
```","[[06-glossary-fs.md#SVG|SVG]]"
"Syntax","The set of rules that defines how JavaScript statements are constructed.","```javascript
let x = 5;
```","[[06-glossary-fs.md#Syntax|Syntax]]"
"TabIndex","An attribute that controls the tab order of HTML elements.","```html
<button tabindex='1'>Click Me</button>
```","[[06-glossary-fs.md#TabIndex|TabIndex]]"
"Tag","A keyword enclosed in angle brackets used to define elements in HTML.","```html
<h1>Heading</h1>
```","[[06-glossary-fs.md#Tag|Tag]]"
"Target","Specifies where to open the linked document.","```html
<a href='page.html' target='_blank'>Open</a>
```","[[06-glossary-fs.md#Target|Target]]"
"Template Tag","An HTML element for declaring reusable HTML chunks that are not rendered immediately.","```html
<template id='item'>
  <li>Item</li>
</template>
```","[[06-glossary-fs.md#Template Tag|Template Tag]]"
"Ternary","A shorthand for an if/else condition using `?` and `:`.","```javascript
let status = isOnline ? 'Online' : 'Offline';
```","[[06-glossary-fs.md#Ternary|Ternary]]"
"TextContent","A property that gets or sets the text content of an element.","```javascript
element.textContent = 'Hello World';
```","[[06-glossary-fs.md#TextContent|TextContent]]"
"Textarea","An HTML element used for multiline text input.","```html
<textarea rows='4' cols='50'></textarea>
```","[[06-glossary-fs.md#Textarea|Textarea]]"
"This Keyword","A reference to the object that is currently executing the function.","```javascript
const person = {
  name: 'Sam',
  greet() {
    return this.name;
  }
};
```","[[06-glossary-fs.md#This Keyword|This Keyword]]"
"Throw Statement","Used to manually throw an error.","```javascript
throw new Error('Oops!');
```","[[06-glossary-fs.md#Throw Statement|Throw Statement]]"
"Timeout","Delays the execution of code for a specified time.","```javascript
setTimeout(() => console.log('Done'), 1000);
```","[[06-glossary-fs.md#Timeout|Timeout]]"
"Title Tag","Specifies the title of the document shown in the browser tab.","```html
<title>My Page</title>
```","[[06-glossary-fs.md#Title Tag|Title Tag]]"
"Token","A string used to verify identity or access rights in security systems.","```javascript
const token = 'eyJhbGciOi...';
```","[[06-glossary-fs.md#Token|Token]]"
"Tooltip","A message that appears when a user hovers over an element.","```html
<button title='Click to submit'>Submit</button>
```","[[06-glossary-fs.md#Tooltip|Tooltip]]"
"Transform","A CSS property that applies 2D or 3D transformations to elements.","```css
div {
  transform: rotate(45deg);
}
```","[[06-glossary-fs.md#Transform|Transform]]"
"Transition","A CSS property that defines animation behavior when properties change.","```css
div {
  transition: all 0.3s ease;
}
```","[[06-glossary-fs.md#Transition|Transition]]"
"Truthy","A value that evaluates to true in a Boolean context.","```javascript
Boolean('hello'); // true
```","[[06-glossary-fs.md#Truthy|Truthy]]"
"Try Catch","A block used to handle exceptions without crashing the program.","```javascript
try {
  riskyFunction();
} catch (error) {
  console.error(error);
}
```","[[06-glossary-fs.md#Try Catch|Try Catch]]"
"Tuple","A fixed-size collection of values, used in TypeScript and other languages.","```typescript
let pair: [string, number] = ['age', 30];
```","[[06-glossary-fs.md#Tuple|Tuple]]"
"Type","The classification of data, such as string, number, or object.","```javascript
typeof 42; // 'number'
```","[[06-glossary-fs.md#Type|Type]]"
"Type Conversion","The process of converting a value from one type to another.","```javascript
Number('123'); // 123
```","[[06-glossary-fs.md#Type Conversion|Type Conversion]]"
"Typeof Operator","An operator that returns a string indicating the type of a variable.","```javascript
typeof 42; // \"number\"
```","[[06-glossary-fs.md#Typeof Operator|Typeof Operator]]"
"Ul","An HTML element used to create an unordered list.","```html
<ul>
  <li>Item 1</li>
</ul>
```","[[06-glossary-fs.md#Ul|Ul]]"
"Undefined","A variable that has been declared but not assigned a value.","```javascript
let x;
console.log(x); // undefined
```","[[06-glossary-fs.md#Undefined|Undefined]]"
"Unshift","Adds one or more elements to the beginning of an array.","```javascript
let arr = [2, 3];
arr.unshift(1); // [1, 2, 3]
```","[[06-glossary-fs.md#Unshift|Unshift]]"
"URL","A Uniform Resource Locator used to identify web resources.","```javascript
const url = new URL('https://example.com');
```","[[06-glossary-fs.md#URL|URL]]"
"User Input","Data entered by the user through form fields or interface controls.","```html
<input type='text'>
```","[[06-glossary-fs.md#User Input|User Input]]"
"UseEffect Hook","A React hook used to handle side effects in functional components.","```javascript
useEffect(() => {
  document.title = 'Updated';
}, []);
```","[[06-glossary-fs.md#UseEffect Hook|UseEffect Hook]]"
"UseState Hook","A React hook that lets you add state to functional components.","```javascript
const [count, setCount] = useState(0);
```","[[06-glossary-fs.md#UseState Hook|UseState Hook]]"
"UUID","A Universally Unique Identifier used to identify something uniquely.","```javascript
crypto.randomUUID();
```","[[06-glossary-fs.md#UUID|UUID]]"
"Validation","The process of checking if user input meets certain criteria.","```html
<input type='email' required>
```","[[06-glossary-fs.md#Validation|Validation]]"
"Value","The data assigned to a variable or the content of an input field.","```javascript
let score = 100;
```","[[06-glossary-fs.md#Value|Value]]"
"Var","A variable declaration keyword with function scope (legacy).","```javascript
var name = 'Sam';
```","[[06-glossary-fs.md#Var|Var]]"
"Variable","A named container used to store data values.","```javascript
let age = 25;
```","[[06-glossary-fs.md#Variable|Variable]]"
"Vector Graphics","Graphics defined by paths, not pixels, allowing for infinite scaling.","```html
<svg width='100' height='100'>...</svg>
```","[[06-glossary-fs.md#Vector Graphics|Vector Graphics]]"
"Vertical Align","A CSS property that aligns elements vertically relative to their container.","```css
img {
  vertical-align: middle;
}
```","[[06-glossary-fs.md#Vertical Align|Vertical Align]]"
"Viewport Meta Tag","An HTML tag that controls how a page is scaled on different devices.","```html
<meta name='viewport' content='width=device-width, initial-scale=1'>
```","[[06-glossary-fs.md#Viewport Meta Tag|Viewport Meta Tag]]"
"Visibility","A CSS property that controls whether an element is visible or hidden.","```css
div {
  visibility: hidden;
}
```","[[06-glossary-fs.md#Visibility|Visibility]]"
"Void Operator","An operator that evaluates an expression and returns undefined.","```javascript
void function() { console.log('no return'); }();
```","[[06-glossary-fs.md#Void Operator|Void Operator]]"
"Vue","A progressive JavaScript framework for building user interfaces.","```javascript
new Vue({ el: '#app' });
```","[[06-glossary-fs.md#Vue|Vue]]"
"Watchers","Vue feature that reacts to changes in data and executes code.","```javascript
watch: {
  count(newVal) {
    console.log(newVal);
  }
}
```","[[06-glossary-fs.md#Watchers|Watchers]]"
"Web Accessibility","The practice of making web content usable for all people, including those with disabilities.","```html
<button aria-label='Close'>X</button>
```","[[06-glossary-fs.md#Web Accessibility|Web Accessibility]]"
"Web API","Browser-provided APIs that allow developers to interact with features like the DOM, storage, and network.","```javascript
navigator.geolocation.getCurrentPosition(...);
```","[[06-glossary-fs.md#Web API|Web API]]"
"WebAssembly","A binary instruction format for a stack-based virtual machine that runs in modern browsers.","```javascript
// Compiled from C/C++ or Rust
```","[[06-glossary-fs.md#WebAssembly|WebAssembly]]"
"WebComponent","A reusable and encapsulated custom element built on Web Standards.","```javascript
customElements.define('my-element', class extends HTMLElement {});
```","[[06-glossary-fs.md#WebComponent|WebComponent]]"
"WebGL","A JavaScript API for rendering 2D and 3D graphics in the browser.","```javascript
const canvas = document.querySelector('canvas');
const gl = canvas.getContext('webgl');
```","[[06-glossary-fs.md#WebGL|WebGL]]"
"WebSocket","A communication protocol for full-duplex communication between client and server.","```javascript
const ws = new WebSocket('wss://example.com');
```","[[06-glossary-fs.md#WebSocket|WebSocket]]"
"While Loop","A loop that continues to run as long as the specified condition is true.","```javascript
let i = 0;
while (i < 5) {
  console.log(i++);
}
```","[[06-glossary-fs.md#While Loop|While Loop]]"
"White Space","Empty space in code or content used for layout or readability.","```css
pre {
  white-space: pre-wrap;
}
```","[[06-glossary-fs.md#White Space|White Space]]"
"Width","A CSS property that sets the horizontal size of an element.","```css
div {
  width: 200px;
}
```","[[06-glossary-fs.md#Width|Width]]"
"Window","The global object representing the browser's window.","```javascript
console.log(window.location.href);
```","[[06-glossary-fs.md#Window|Window]]"
"Word Break","A CSS property that controls line-breaking rules.","```css
word-break: break-word;
```","[[06-glossary-fs.md#Word Break|Word Break]]"
"Wrap Content","A layout behavior where content wraps onto the next line if needed.","```css
.flex {
  flex-wrap: wrap;
}
```","[[06-glossary-fs.md#Wrap Content|Wrap Content]]"
"XHR","Short for XMLHttpRequest — an older API for sending HTTP requests.","```javascript
const xhr = new XMLHttpRequest();
xhr.open('GET', '/data');
xhr.send();
```","[[06-glossary-fs.md#XHR|XHR]]"
"XML","Extensible Markup Language, used to encode documents in a format readable by both humans and machines.","```xml
<note><to>User</to></note>
```","[[06-glossary-fs.md#XML|XML]]"
"YAML","A human-readable data serialization format, commonly used in configuration files.","```yaml
name: Sample
version: 1.0
```","[[06-glossary-fs.md#YAML|YAML]]"
"Yield","A keyword in generators to pause and resume function execution.","```javascript
function* gen() {
  yield 1;
}
```","[[06-glossary-fs.md#Yield|Yield]]"
"Z-Index","A CSS property that defines the stack order of elements.","```css
div {
  z-index: 10;
}
```","[[06-glossary-fs.md#Z-Index|Z-Index]]"
"Zoom","A non-standard CSS property that scales content size.","```css
body {
  zoom: 150%;
}
```","[[06-glossary-fs.md#Zoom|Zoom]]"
"Aspect Ratio","The proportional relationship between an element's width and height.","```css
img {
  aspect-ratio: 16 / 9;
}
```","[[06-glossary-fs.md#Aspect Ratio|Aspect Ratio]]"
"Async Function","A function declared with `async` that returns a Promise.","```javascript
async function loadData() {
  const res = await fetch('/data');
}
```","[[06-glossary-fs.md#Async Function|Async Function]]"
"Attribute Selector","A CSS selector that targets elements based on attributes.","```css
input[type='text'] {
  background: yellow;
}
```","[[06-glossary-fs.md#Attribute Selector|Attribute Selector]]"
"Auto","A CSS keyword that lets the browser calculate the property value.","```css
margin: auto;
```","[[06-glossary-fs.md#Auto|Auto]]"
"Baseline","A typographic alignment line used in vertical alignment and layout.","```css
vertical-align: baseline;
```","[[06-glossary-fs.md#Baseline|Baseline]]"
"Blur Event","Fired when an element loses focus.","```javascript
input.addEventListener('blur', () => console.log('lost focus'));
```","[[06-glossary-fs.md#Blur Event|Blur Event]]"
"Breakpoints","Defined widths in responsive design where layout changes occur.","```css
@media (max-width: 768px) { ... }
```","[[06-glossary-fs.md#Breakpoints|Breakpoints]]"
